name,gender,power1,power2,power3,power4,power5,series_name,volume_name,genre
Himeji,she/her,0.028571428571428567,/,0.0,-0.17647058823529413,1.0,Baka_to_Test_to_Shoukanjuu,Volume3,"['Comedy', 'Romance']"
Inoue - kun,he/him/his,0.0,0.0,0.0,0.0,0.0,Baka_to_Test_to_Shoukanjuu,Volume3,"['Comedy', 'Romance']"
Kazuma,he/him/his,0.15730337078651685,0.12962962962962962,0.19523809523809524,0.19545454545454544,0.2195121951219512,BlazBlue,Volume1,"['Action', 'Fantasy']"
Terumi,he/him/his,/,0.2058823529411765,0.29411764705882354,0.20634920634920634,0.08571428571428573,BlazBlue,Volume1,"['Action', 'Fantasy']"
Trinity,she/her,0.25,0.2545454545454545,0.2,0.09210526315789473,0.0684931506849315,BlazBlue,Volume1,"['Action', 'Fantasy']"
Celica,she/her,0.15714285714285714,0.0,0.05555555555555555,0.16326530612244894,-0.16666666666666666,BlazBlue,Volume1,"['Action', 'Fantasy']"
Tomonori,he/him/his,0.0,0.0,0.0,0.0,0.0,BlazBlue,Volume1,"['Action', 'Fantasy']"
Celica,she/her,0.1782178217821782,0.16778523489932887,0.16167664670658682,0.14457831325301204,0.13496932515337423,BlazBlue,Volume2,"['Action', 'Fantasy']"
Nine,she/her,0.1875,0.3815789473684211,0.28,0.4666666666666667,0.40625,BlazBlue,Volume2,"['Action', 'Fantasy']"
Jin,he/him/his,0.07575757575757576,/,/,0.06756756756756757,/,BlazBlue,Volume2,"['Action', 'Fantasy']"
Hakumen,he/him/his,0.13513513513513514,-0.07692307692307693,0.5454545454545454,0.5,0.26229508196721313,BlazBlue,Volume2,"['Action', 'Fantasy']"
Trinity,she/her,0.0,0.0,0.0,0.0,0.0,BlazBlue,Volume2,"['Action', 'Fantasy']"
Celica,she/her,0,0.23529411764705882,0.1951219512195122,0.0,0.03947368421052632,BlazBlue,Volume3,"['Action', 'Fantasy']"
Nine,she/her,/,0.14285714285714285,0.43478260869565216,0.16981132075471697,0.5,BlazBlue,Volume3,"['Action', 'Fantasy']"
Nirvana,she/her,/,0.47058823529411764,-0.2,/,-0.07142857142857142,BlazBlue,Volume3,"['Action', 'Fantasy']"
Hakumen,he/him/his,0.0,/,/,0.4444444444444444,0.5833333333333334,BlazBlue,Volume3,"['Action', 'Fantasy']"
Mage,she/her,0,0.0,0.0,0.0,0.0,BlazBlue,Volume3,"['Action', 'Fantasy']"
Ragna,he/him/his,0.24479166666666666,0.1153846153846154,0.22641509433962265,0.16666666666666666,0.2807017543859649,BlazBlue,Volume0,"['Action', 'Fantasy']"
Celica,she/her,0.17261904761904762,-0.0136986301369863,0.1388888888888889,0.24074074074074073,0.12345679012345677,BlazBlue,Volume0,"['Action', 'Fantasy']"
Mitsuyoshi,he/him/his,0.38636363636363635,0.016393442622950817,-0.5,0.2727272727272727,0.27710843373493976,BlazBlue,Volume0,"['Action', 'Fantasy']"
Rachel,she/her,/,0.28378378378378377,/,/,0.26666666666666666,BlazBlue,Volume0,"['Action', 'Fantasy']"
Nine,she/her,0.0,0.0,0.0,0.0,0.0,BlazBlue,Volume0,"['Action', 'Fantasy']"
Layfon,he/him/his,0.23417721518987342,0.2692307692307692,/,-1.0,0.13194444444444445,Chrome_Shelled_Regios,Volume1,"['Action', 'Fantasy', 'Romance', 'Sci-Fi', 'Supernatural']"
Nina,she/her,0.3492063492063492,0.2,0.05555555555555555,0.09210526315789473,0.32673267326732675,Chrome_Shelled_Regios,Volume1,"['Action', 'Fantasy', 'Romance', 'Sci-Fi', 'Supernatural']"
Meishen,she/her,0.3333333333333333,-0.4,0.25806451612903225,0.17307692307692307,0.0,Chrome_Shelled_Regios,Volume1,"['Action', 'Fantasy', 'Romance', 'Sci-Fi', 'Supernatural']"
Karian,he/him/his,/,0.0,0.2564102564102564,0.20689655172413796,0.0,Chrome_Shelled_Regios,Volume1,"['Action', 'Fantasy', 'Romance', 'Sci-Fi', 'Supernatural']"
Naruki,she/her,0.0,0.0,0,0.0,0.0,Chrome_Shelled_Regios,Volume1,"['Action', 'Fantasy', 'Romance', 'Sci-Fi', 'Supernatural']"
Layfon,he/him/his,0.09523809523809523,0.2585034013605442,0.15584415584415584,0.08571428571428573,0.19491525423728814,Chrome_Shelled_Regios,Volume5,"['Action', 'Fantasy', 'Romance', 'Sci-Fi', 'Supernatural']"
Nina,she/her,0.18072289156626506,0.2608695652173913,0.20930232558139536,0.1875,0.23958333333333334,Chrome_Shelled_Regios,Volume5,"['Action', 'Fantasy', 'Romance', 'Sci-Fi', 'Supernatural']"
Naruki,she/her,0.1919191919191919,0.14705882352941174,-0.12,-0.17647058823529413,0.6666666666666666,Chrome_Shelled_Regios,Volume5,"['Action', 'Fantasy', 'Romance', 'Sci-Fi', 'Supernatural']"
Meishen,she/her,0.21052631578947367,0.01282051282051282,0.0,0.07317073170731707,/,Chrome_Shelled_Regios,Volume5,"['Action', 'Fantasy', 'Romance', 'Sci-Fi', 'Supernatural']"
Sharnid,he/him/his,0.0,0.0,0.0,0.0,0.0,Chrome_Shelled_Regios,Volume5,"['Action', 'Fantasy', 'Romance', 'Sci-Fi', 'Supernatural']"
Layfon,he/him/his,0.12666666666666668,-1.0,0.052941176470588235,0.2823529411764706,0.19631901840490798,Chrome_Shelled_Regios,Volume2,"['Action', 'Fantasy', 'Romance', 'Sci-Fi', 'Supernatural']"
Nina,she/her,0.18072289156626506,0.2307692307692308,0.24096385542168675,-0.16,0.11403508771929824,Chrome_Shelled_Regios,Volume2,"['Action', 'Fantasy', 'Romance', 'Sci-Fi', 'Supernatural']"
Felli,she/her,0.21875,0.125,0.3333333333333333,0.32432432432432434,0.1111111111111111,Chrome_Shelled_Regios,Volume2,"['Action', 'Fantasy', 'Romance', 'Sci-Fi', 'Supernatural']"
Naruki,she/her,-0.05263157894736842,0.18181818181818185,0.42424242424242425,0.35,/,Chrome_Shelled_Regios,Volume2,"['Action', 'Fantasy', 'Romance', 'Sci-Fi', 'Supernatural']"
Kei,he/him/his,0.0,0.0,0.0,0.0,0.0,Chrome_Shelled_Regios,Volume2,"['Action', 'Fantasy', 'Romance', 'Sci-Fi', 'Supernatural']"
Layfon,he/him/his,0.1686746987951807,0.2625,0.11363636363636363,0.10126582278481013,0.18584070796460178,Chrome_Shelled_Regios,Volume3,"['Action', 'Fantasy', 'Romance', 'Sci-Fi', 'Supernatural']"
Nina,she/her,0.05,0.25862068965517243,0.2558139534883721,0.2380952380952381,0.125,Chrome_Shelled_Regios,Volume3,"['Action', 'Fantasy', 'Romance', 'Sci-Fi', 'Supernatural']"
Leerin,she/her,0.2619047619047619,0.12121212121212123,0.24528301886792453,-0.25925925925925924,/,Chrome_Shelled_Regios,Volume3,"['Action', 'Fantasy', 'Romance', 'Sci-Fi', 'Supernatural']"
Gorneo,he/him/his,0.5555555555555556,0.5,/,0.42857142857142855,0.20454545454545456,Chrome_Shelled_Regios,Volume3,"['Action', 'Fantasy', 'Romance', 'Sci-Fi', 'Supernatural']"
Felli,she/her,0.0,0.0,0.0,0.0,0.0,Chrome_Shelled_Regios,Volume3,"['Action', 'Fantasy', 'Romance', 'Sci-Fi', 'Supernatural']"
Layfon,he/him/his,0.17647058823529413,0.1452991452991453,0.08571428571428572,0.1176470588235294,0.20895522388059698,Chrome_Shelled_Regios,Volume7,"['Action', 'Fantasy', 'Romance', 'Sci-Fi', 'Supernatural']"
Nina,she/her,0.20930232558139536,0.2352941176470588,0.42857142857142855,0.06896551724137931,0.24,Chrome_Shelled_Regios,Volume7,"['Action', 'Fantasy', 'Romance', 'Sci-Fi', 'Supernatural']"
Haia,he/him/his,1.0,0.030303030303030307,/,0.1746031746031746,0.14814814814814814,Chrome_Shelled_Regios,Volume7,"['Action', 'Fantasy', 'Romance', 'Sci-Fi', 'Supernatural']"
Savaris,he/him/his,0.5,0.2,0.17333333333333334,0.35,0.18604651162790695,Chrome_Shelled_Regios,Volume7,"['Action', 'Fantasy', 'Romance', 'Sci-Fi', 'Supernatural']"
Naruki,she/her,0.0,0.0,0.0,0.0,0.0,Chrome_Shelled_Regios,Volume7,"['Action', 'Fantasy', 'Romance', 'Sci-Fi', 'Supernatural']"
Leerin,she/her,0.2553191489361702,0.23728813559322035,0.26666666666666666,0.06741573033707865,0.6666666666666666,Chrome_Shelled_Regios,Volume6,"['Action', 'Fantasy', 'Romance', 'Sci-Fi', 'Supernatural']"
Nina,she/her,0.4545454545454545,0.1827956989247312,0.3809523809523809,0.12949640287769784,0.2916666666666667,Chrome_Shelled_Regios,Volume6,"['Action', 'Fantasy', 'Romance', 'Sci-Fi', 'Supernatural']"
Layfon,he/him/his,0.35897435897435903,0.18867924528301888,-0.05063291139240506,0.38461538461538464,0.2857142857142857,Chrome_Shelled_Regios,Volume6,"['Action', 'Fantasy', 'Romance', 'Sci-Fi', 'Supernatural']"
Karian,he/him/his,0.8333333333333334,0.45,0.12987012987012986,/,0.14736842105263154,Chrome_Shelled_Regios,Volume6,"['Action', 'Fantasy', 'Romance', 'Sci-Fi', 'Supernatural']"
Savaris,he/him/his,0.0,0.0,0.0,0.0,0.0,Chrome_Shelled_Regios,Volume6,"['Action', 'Fantasy', 'Romance', 'Sci-Fi', 'Supernatural']"
Layfon,he/him/his,0.17777777777777778,0.19047619047619047,0.03448275862068965,0.0,0.625,Chrome_Shelled_Regios,Volume4,"['Action', 'Fantasy', 'Romance', 'Sci-Fi', 'Supernatural']"
Sharnid,he/him/his,0.21739130434782608,0.09859154929577464,0.15217391304347827,0.14432989690721648,0.31666666666666665,Chrome_Shelled_Regios,Volume4,"['Action', 'Fantasy', 'Romance', 'Sci-Fi', 'Supernatural']"
Dinn,he/him/his,0.6,/,0.3392857142857143,0.08888888888888889,0.11428571428571427,Chrome_Shelled_Regios,Volume4,"['Action', 'Fantasy', 'Romance', 'Sci-Fi', 'Supernatural']"
Naruki,she/her,0.07692307692307693,0.3333333333333333,0.12658227848101267,0.31746031746031744,0.12903225806451613,Chrome_Shelled_Regios,Volume4,"['Action', 'Fantasy', 'Romance', 'Sci-Fi', 'Supernatural']"
Haia,he/him/his,0.0,0.0,0.0,0.0,0.0,Chrome_Shelled_Regios,Volume4,"['Action', 'Fantasy', 'Romance', 'Sci-Fi', 'Supernatural']"
Layfon,he/him/his,0.16393442622950818,0.09923664122137403,0.2314814814814815,0.09803921568627452,0.36,Chrome_Shelled_Regios,Volume9,"['Action', 'Fantasy', 'Romance', 'Sci-Fi', 'Supernatural']"
Nina,she/her,0.12244897959183673,0.1,0.1851851851851852,0.2647058823529412,0.30337078651685395,Chrome_Shelled_Regios,Volume9,"['Action', 'Fantasy', 'Romance', 'Sci-Fi', 'Supernatural']"
Leerin,she/her,0.3125,0.2222222222222222,0.05555555555555555,-0.1,0.3225806451612903,Chrome_Shelled_Regios,Volume9,"['Action', 'Fantasy', 'Romance', 'Sci-Fi', 'Supernatural']"
Felli,she/her,0.0,0.09090909090909093,0.0,0.4545454545454545,0.0625,Chrome_Shelled_Regios,Volume9,"['Action', 'Fantasy', 'Romance', 'Sci-Fi', 'Supernatural']"
Sharnid,he/him/his,0.0,0.0,0.0,0.0,0.0,Chrome_Shelled_Regios,Volume9,"['Action', 'Fantasy', 'Romance', 'Sci-Fi', 'Supernatural']"
Walter,he/him/his,0.14285714285714285,0.13157894736842105,0.2328767123287671,0.17647058823529413,0.10869565217391304,City_Series,Volume1,"['Fantasy', 'Sci-Fi']"
Mayer,he/him/his,0.3333333333333333,0.2,0.17721518987341772,0.14285714285714285,0.32222222222222224,City_Series,Volume1,"['Fantasy', 'Sci-Fi']"
Oscar,he/him/his,0.3050847457627119,0.4583333333333333,0.12,0.14754098360655735,0.1794871794871795,City_Series,Volume1,"['Fantasy', 'Sci-Fi']"
Else,she/her,0.1282051282051282,0.0,0.3103448275862069,0.19101123595505615,0.13157894736842105,City_Series,Volume1,"['Fantasy', 'Sci-Fi']"
Paul,he/him/his,0.0,0.0,0.0,0.0,0.0,City_Series,Volume1,"['Fantasy', 'Sci-Fi']"
Hazel,she/her,0.08080808080808081,0.11363636363636365,0.21568627450980396,0.171875,0.15060240963855426,City_Series,Volume10,"['Fantasy', 'Sci-Fi']"
Berger,he/him/his,0.14606741573033707,0.11864406779661014,0.14285714285714285,0.0963855421686747,0.1896551724137931,City_Series,Volume10,"['Fantasy', 'Sci-Fi']"
Rose,she/her,-0.07142857142857142,0.42857142857142855,0.08333333333333333,0.16981132075471694,0.2525252525252525,City_Series,Volume10,"['Fantasy', 'Sci-Fi']"
Lowenzahn,she/her,0.06666666666666668,0.1891891891891892,0.5,-0.05263157894736842,0.0,City_Series,Volume10,"['Fantasy', 'Sci-Fi']"
Schweitzer,he/him/his,0.0,0.0,0.0,0.0,0.0,City_Series,Volume10,"['Fantasy', 'Sci-Fi']"
Lady Beretta,she/her,-1.0,0.75,0.0,0.22058823529411764,-0.013888888888888888,City_Series,Volume5,"['Fantasy', 'Sci-Fi']"
Phillip,he/him/his,0.0,0.1702127659574468,0.6666666666666666,-0.15789473684210525,0.4,City_Series,Volume5,"['Fantasy', 'Sci-Fi']"
Jack McWild,he/him/his,0.18181818181818182,0.1,0.2258064516129032,0.16666666666666666,0.09090909090909093,City_Series,Volume5,"['Fantasy', 'Sci-Fi']"
Mother Rose,she/her,/,/,0.3684210526315789,0.2807017543859649,0.0,City_Series,Volume5,"['Fantasy', 'Sci-Fi']"
Lourd de Marionnette,he/him/his,0.0,0.0,0.0,0.0,0.0,City_Series,Volume5,"['Fantasy', 'Sci-Fi']"
Amon,he/him/his,0.23036649214659685,0.21022727272727276,0.2064516129032258,0.3312883435582822,0.20245398773006132,City_Series,Volume2,"['Fantasy', 'Sci-Fi']"
Klausl,she/her,0.2954545454545455,0.17475728155339804,0.09090909090909093,0.125,0.2753623188405797,City_Series,Volume2,"['Fantasy', 'Sci-Fi']"
Ralf,he/him/his,0.3703703703703704,0.11363636363636365,0.3829787234042553,0.5833333333333334,0.36,City_Series,Volume2,"['Fantasy', 'Sci-Fi']"
Valeath,he/him/his,0.375,-1.0,0.15555555555555556,0.32,0.20224719101123595,City_Series,Volume2,"['Fantasy', 'Sci-Fi']"
Moyla,she/her,0.0,0.0,0.0,0.0,0.0,City_Series,Volume2,"['Fantasy', 'Sci-Fi']"
Akira,she/her,0.2727272727272727,0.266304347826087,0.2325581395348837,0.0784313725490196,0.22,City_Series,Volume3,"['Fantasy', 'Sci-Fi']"
Gunmal,he/him/his,0.09090909090909093,0.2054794520547945,0.3703703703703704,0.2195121951219512,0.20930232558139536,City_Series,Volume3,"['Fantasy', 'Sci-Fi']"
Double Lee,he/him/his,0.35714285714285715,0.3076923076923077,0.4117647058823529,0.75,0.2727272727272727,City_Series,Volume3,"['Fantasy', 'Sci-Fi']"
Rin,she/her,0.14814814814814814,0.1,0.37142857142857133,0.14516129032258066,0.2857142857142857,City_Series,Volume3,"['Fantasy', 'Sci-Fi']"
Genius,she/her,0.0,0.0,0.0,0.0,0.0,City_Series,Volume3,"['Fantasy', 'Sci-Fi']"
Akira,she/her,0.34234234234234234,0.12751677852348994,0.09649122807017543,0.08333333333333333,0.27007299270072993,City_Series,Volume7,"['Fantasy', 'Sci-Fi']"
Gunmal,he/him/his,-0.25,0.33,0.2236842105263158,0.3153153153153153,0.15789473684210525,City_Series,Volume7,"['Fantasy', 'Sci-Fi']"
Genius,she/her,0.35714285714285715,0.15,0.2307692307692308,0.2608695652173913,0.08,City_Series,Volume7,"['Fantasy', 'Sci-Fi']"
Double Lee,he/him/his,0.17073170731707318,0.4230769230769231,0.0,/,0.3461538461538461,City_Series,Volume7,"['Fantasy', 'Sci-Fi']"
Rin,she/her,0.0,0.0,0.0,0.0,0.0,City_Series,Volume7,"['Fantasy', 'Sci-Fi']"
Hazel,she/her,0.18,0.13756613756613756,0.0,0.14516129032258066,0.15151515151515152,City_Series,Volume6,"['Fantasy', 'Sci-Fi']"
Berger,he/him/his,0.24615384615384614,0.2440944881889764,0.41796875,0.2478632478632479,0.16129032258064516,City_Series,Volume6,"['Fantasy', 'Sci-Fi']"
Schweitzer,he/him/his,0.36666666666666653,0.3684210526315789,0.2033898305084746,0.3333333333333333,0.04,City_Series,Volume6,"['Fantasy', 'Sci-Fi']"
Bermark,he/him/his,0.2,0.23404255319148934,0.1,0.0,0.25,City_Series,Volume6,"['Fantasy', 'Sci-Fi']"
the Sylphide,she/her,0.0,0.0,0.0,0.0,0.0,City_Series,Volume6,"['Fantasy', 'Sci-Fi']"
Shoui,he/him/his,0.05434782608695652,-0.06666666666666668,/,0.1935483870967742,0.08955223880597014,City_Series,Volume4,"['Fantasy', 'Sci-Fi']"
Taeko,she/her,0.0,0.8,0.38571428571428573,0.0,0.2,City_Series,Volume4,"['Fantasy', 'Sci-Fi']"
Saki,he/him/his,0.17045454545454544,0.2,0.16393442622950818,0.21875,0.1,City_Series,Volume4,"['Fantasy', 'Sci-Fi']"
Hisahide,he/him/his,/,0.3333333333333333,0.16666666666666666,-1.0,0.078125,City_Series,Volume4,"['Fantasy', 'Sci-Fi']"
Yuuki,she/her,0.0,0.0,0,0.0,0.0,City_Series,Volume4,"['Fantasy', 'Sci-Fi']"
Shoui,he/him/his,0.5,0.2146118721461187,0.3440860215053764,0.25,0.28,City_Series,Volume8,"['Fantasy', 'Sci-Fi']"
Nakamura,he/him/his,0.26229508196721313,-0.6666666666666666,1.0,0.2903225806451613,0.4597701149425287,City_Series,Volume8,"['Fantasy', 'Sci-Fi']"
Yuuki,she/her,0.5,0.15,0.2857142857142857,0.16666666666666666,0.13008130081300814,City_Series,Volume8,"['Fantasy', 'Sci-Fi']"
Taeko,she/her,0.1891891891891892,-0.5,0.1111111111111111,0.3191489361702128,0.2307692307692308,City_Series,Volume8,"['Fantasy', 'Sci-Fi']"
Yuuki,she/her,0.0,0.0,0.0,0.0,0.0,City_Series,Volume8,"['Fantasy', 'Sci-Fi']"
Hazel,she/her,0.14705882352941174,0.14754098360655737,0.1958041958041958,0.0875,0.15343915343915346,City_Series,Volume9,"['Fantasy', 'Sci-Fi']"
Berger,he/him/his,0.3333333333333333,0.25,0.6,-0.3333333333333333,0.125,City_Series,Volume9,"['Fantasy', 'Sci-Fi']"
Alfred,he/him/his,0.19230769230769232,-0.2,0.38461538461538464,0.26277372262773724,1.0,City_Series,Volume9,"['Fantasy', 'Sci-Fi']"
Lowenzahn,she/her,0.11320754716981132,/,0.20833333333333331,0.3548387096774194,0.3548387096774194,City_Series,Volume9,"['Fantasy', 'Sci-Fi']"
Heiliger,he/him/his,0.0,0.0,0.0,0.0,0.0,City_Series,Volume9,"['Fantasy', 'Sci-Fi']"
