,name,gender,power1,power2,power3,power4,power5,series_name,volume_name,genre,poss,mod
10,Dalian,she/her,0.13793103448275862,-0.05128205128205128,0.034482758620689655,0.25,0.23333333333333334,Dantalian_no_Shoka,Volume2,"['Action', 'Fantasy', 'Horror', 'Mystery', 'Supernatural']","{'head': 9, 'chest': 7, 'voice': 4, 'body': 3, 'hand': 3, 'word': 3, 'shoulder': 2, 'mouth': 2, 'face': 2, 'eye': 2, 'foot': 2, 'expression': 2, 'eyebrow': 1, 'fear': 1, 'appearance': 1, 'action': 1, 'skin': 1, 'neck': 1, 'mind': 1, 'ear': 1, 'temple': 1, 'clothe': 1, 'jaw': 1, 'chocolate': 1, 'profile': 1, 'finger': 1}","{'dog': 1, 'happy': 1, 'emotionless': 1, 'helpless': 1, 'late': 1, 'about': 1, 'afraid': 1}"
11,Thalia,she/her,0.3939393939393939,0.125,0.2,/,/,Dantalian_no_Shoka,Volume2,"['Action', 'Fantasy', 'Horror', 'Mystery', 'Supernatural']","{'house': 5, 'head': 3, 'eye': 3, 'cape': 2, 'laughter': 2, 'hand': 2, 'clothe': 1, 'explanation': 1, 'huey': 1, 'word': 1, 'finger': 1, 'figure': 1, 'movement': 1, 'weapon': 1, 'book': 1, 'position': 1, 'neighbour': 1, 'dream': 1, 'side': 1, 'heart': 1, 'father': 1, 'foot': 1, 'body': 1}","{'herbalist': 1, 'police': 1, 'youth': 1, 'girl': 1}"
12,Mister Calobos,he/him/his,0.25,-1.0,/,/,/,Dantalian_no_Shoka,Volume2,"['Action', 'Fantasy', 'Horror', 'Mystery', 'Supernatural']","{'house': 3, 'death': 1, 'daughter': 1}",{}
13,Yo,he/him/his,/,0.08333333333333333,/,/,/,Dantalian_no_Shoka,Volume2,"['Action', 'Fantasy', 'Horror', 'Mystery', 'Supernatural']",{},"{'scholar': 1, 'strange': 1}"
14,Missy,she/her,0.0,-0.3333333333333333,/,/,/,Dantalian_no_Shoka,Volume2,"['Action', 'Fantasy', 'Horror', 'Mystery', 'Supernatural']","{'body': 1, 'rest': 1}",{'unable': 1}
15,Otou - sama,he/him/his,/,/,0.5,/,/,Dantalian_no_Shoka,Volume2,"['Action', 'Fantasy', 'Horror', 'Mystery', 'Supernatural']",{'book': 2},{}
16,Miss Florence,she/her,0.0,-0.3333333333333333,/,/,/,Dantalian_no_Shoka,Volume2,"['Action', 'Fantasy', 'Horror', 'Mystery', 'Supernatural']",{},"{'dead': 2, 'daughter': 1}"
17,Hugh,he/him/his,/,/,/,0.3333333333333333,/,Dantalian_no_Shoka,Volume2,"['Action', 'Fantasy', 'Horror', 'Mystery', 'Supernatural']","{'head': 1, 'expression': 1, 'calf': 1}",{}
18,Mariydi,she/her,0.3448275862068966,0.25,0.27751196172248804,0.2913907284768212,0.32460732984293195,HEAVY_OBJECT,Volume5,"['Action', 'Comedy', 'Mystery', 'Sci-Fi']","{'bodyguard': 22, 'head': 16, 'fighter': 15, 'body': 10, 'eye': 8, 'mind': 8, 'rifle': 7, 'hand': 5, 'mouth': 6, 'finger': 6, 'tongue': 5, 'pace': 5, 'hair': 5, 'direction': 5, 'tooth': 5, 'life': 5, 'subordinate': 5, 'Harpuiai': 5, 'heart': 4, 'jacket': 4, 'ear': 3, 'leg': 1, 'expression': 4, 'arm': 4, 'medal': 4, 'way': 4, 'carbine': 4, 'clock': 3, 'breathe': 3, 'face': 3, 'receiver': 3, 'enemy': 2, 'fingertip': 3, 'time': 3, 'man': 3, 'own': 3, 'grip': 3, 'altitude': 3, 'shoulder': 2, 'lip': 2, 'skin': 2, 'breath': 2, 'advantage': 2, 'well': 2, 'room': 2, 'battle': 2, 'device': 2, 'strength': 2, 'vision': 2, 'sense': 1, 'trophy': 2, 'safety': 2, 'contract': 2, 'duty': 2, 'chest': 2, 'code': 2, 'retina': 2, 'throat': 2, 'surprise': 2, 'tail': 2, 'missile': 2, 'turn': 2, 'radar': 2, 'destination': 2, 'servant': 1, 'technique': 1, 'color': 1, 'name': 1, 'aim': 1, 'scope': 1, 'aircraft': 1, 'training': 1, 'stamina': 1, 'skill': 1, 'lead': 1, 'astray': 1, 'sweat': 1, 'pay': 1, 'door': 1, 'foot': 1, 'light': 1, 'failure': 1, 'action': 1, 'interest': 1, 'gun': 1, 'assassin': 1, 'side': 1, 'survival': 1, 'source': 1, 'position': 1, 'bet': 1, 'gut': 1, 'affiliation': 1, 'coffee': 1, 'cake': 1, 'pharmacist': 1, 'force': 1, 'joke': 1, 'member': 1, 'anger': 1, 'half': 1, 'word': 1, 'routine': 1, 'knowledge': 1, 'balance': 1, 'muscle': 1, 'guard': 1, 'sponsor': 1, 'expense': 1, 'vehicle': 1, 'zero': 1, 'sentiment': 1, 'holster': 1, 'fist': 1, 'voice': 1, 'fate': 1, 'organ': 1, 'suggestion': 1, 'recklessness': 1, 'brow': 1, 'team': 1, 'speculation': 1, 'demand': 1, 'refusal': 1, 'back': 1, 'goal': 1, 'chin': 1, 'unit': 1, 'thumb': 1, 'butt': 1, 'windpipe': 1, 'smartphone': 1, 'song': 1, 'objective': 1, 'consciousness': 1, 'stomach': 1, 'sight': 1, 'thought': 1, 'decision': 1, 'movement': 1, 'odd': 1, 'attack': 1, 'focus': 1, 'picture': 1, 'goggle': 1, 'neck': 1, 'guess': 1, 'situation': 1, 'idea': 1, 'move': 1, 'experience': 1, 'chip': 1, 'fear': 1, 'pursuit': 1, 'expectation': 1, 'opponent': 1, 'target': 1, 'maneuver': 1, 'card': 1, 'conviction': 1, 'thighs': 1, 'nerve': 1, 'ribs': 1, 'job': 1, 'connection': 1}","{'able': 5, 'pilot': 3, 'confident': 3, 'about': 3, 'aware': 1, 'abnormal': 1, 'free': 1, 'pharmacist': 1, 'laughingstock': 1, 'one': 1, 'enemy': 1, 'athlete': 1, 'person': 1, 'unsure': 1, 'unarmed': 1, 'sort': 1, 'displeased': 1, 'worried': 1, 'ready': 1, 'flashy': 1, 'doubtful': 1, 'draw': 1, 'crazy': 1, 'wrong': 1, 'busy': 1, 'relentless': 1, 'helpless': 1, 'use': 1, 'certain': 1, 'unable': 1, 'likely': 1, 'insane': 1, 'surprised': 1}"
19,Alicia,she/her,0.09090909090909091,0.2857142857142857,0.19402985074626866,-0.25,1.0,HEAVY_OBJECT,Volume5,"['Action', 'Comedy', 'Mystery', 'Sci-Fi']","{'expression': 4, 'voice': 4, 'ear': 3, 'room': 3, 'action': 3, 'sense': 3, 'receiver': 2, 'bodyguard': 2, 'device': 2, 'eye': 2, 'smile': 2, 'time': 2, 'opinion': 2, 'work': 1, 'participation': 1, 'ability': 1, 'wrist': 1, 'arm': 1, 'shoulder': 1, 'response': 1, 'appearance': 1, 'own': 1, 'foot': 1, 'autograph': 1, 'sponsor': 1, 'goal': 1, 'tongue': 1, 'expense': 1, 'spine': 1, 'mind': 1, 'pride': 1, 'company': 1, 'thumb': 1, 'role': 1, 'age': 1, 'stamina': 1, 'face': 1, 'medal': 1, 'attitude': 1, 'way': 1}","{'manager': 1, 'servant': 1, 'wrong': 1, 'nestle': 1, 'old': 1, 'part': 1}"
20,Stacy,she/her,0.24,0.45901639344262296,0.07407407407407407,0.0,/,HEAVY_OBJECT,Volume5,"['Action', 'Comedy', 'Mystery', 'Sci-Fi']","{'suit': 2, 'lip': 2, 'eye': 2, 'head': 2, 'jacket': 1, 'elbow': 1, 'capillary': 1, 'neck': 1, 'bodyguard': 1, 'way': 1, 'hand': 1, 'face': 1, 'decision': 1, 'life': 1, 'foot': 1, 'well': 1, 'performance': 1, 'pace': 1, 'place': 1, 'room': 1, 'preference': 1, 'breakfast': 1, 'restriction': 1, 'sponsor': 1}","{'type': 2, 'one': 1, 'accustomed': 1, 'right': 1, 'kind': 1, 'option': 1, 'sociable': 1, 'willing': 1}"
21,Ramil,he/him/his,0.0,0.625,/,0.3684210526315789,0.2692307692307692,HEAVY_OBJECT,Volume5,"['Action', 'Comedy', 'Mystery', 'Sci-Fi']","{'shoulder': 2, 'mind': 2, 'subordinate': 1, 'expression': 1, 'voice': 1, 'soldier': 1, 'carbine': 1, 'radar': 1, 'guess': 1, 'direction': 1, 'tail': 1, 'sense': 1, 'fighter': 1, 'parachute': 1, 'perspective': 1}","{'sure': 1, 'able': 1}"
22,Olympia Dome,they/them/their,1.0,0.25,/,0.06666666666666667,/,HEAVY_OBJECT,Volume5,"['Action', 'Comedy', 'Mystery', 'Sci-Fi']","{'management': 3, 'force': 1, 'spot': 1, 'name': 1, 'ability': 1, 'motorboat': 1, 'security': 1, 'reason': 1, 'own': 1, 'network': 1, 'weapon': 1}",{'target': 1}
23,Lucas,he/him/his,/,1.0,-1.0,0.45,1.0,HEAVY_OBJECT,Volume5,"['Action', 'Comedy', 'Mystery', 'Sci-Fi']","{'smartphone': 3, 'list': 1, 'face': 1, 'camera': 1, 'lap': 1, 'mind': 1, 'form': 1, 'instruction': 1}","{'director': 1, 'able': 1}"
24,Iris,she/her,1.0,/,/,0.5,0.23076923076923078,HEAVY_OBJECT,Volume5,"['Action', 'Comedy', 'Mystery', 'Sci-Fi']","{'finger': 2, 'work': 2, 'commander': 2, 'keyboard': 1, 'will': 1, 'word': 1}",{}
25,Athletica,they/them/their,/,/,/,-0.3333333333333333,0.3333333333333333,HEAVY_OBJECT,Volume5,"['Action', 'Comedy', 'Mystery', 'Sci-Fi']","{'existence': 1, 'goal': 1, 'plan': 1, 'storehouse': 1}",{'unable': 2}
26,Erie Greenhat,they/them/their,-1.0,0.3333333333333333,/,/,/,HEAVY_OBJECT,Volume5,"['Action', 'Comedy', 'Mystery', 'Sci-Fi']","{'room': 3, 'situation': 1, 'bodyguard': 1}",{'civilian': 1}
27,Quenser,he/him/his,0.25365853658536586,0.20526315789473684,0.26666666666666666,0.08900523560209424,0.19801980198019803,HEAVY_OBJECT,Volume3,"['Action', 'Comedy', 'Mystery', 'Sci-Fi']","{'body': 22, 'head': 22, 'radio': 18, 'hand': 3, 'device': 13, 'foot': 2, 'back': 12, 'face': 10, 'uniform': 7, 'arm': 7, 'mouth': 7, 'ear': 2, 'eye': 1, 'vision': 5, 'heart': 5, 'expression': 4, 'mind': 4, 'throat': 4, 'voice': 4, 'finger': 1, 'leg': 4, 'tongue': 3, 'binocular': 3, 'shoulder': 2, 'way': 3, 'spine': 3, 'fingertip': 3, 'life': 3, 'unit': 3, 'rank': 3, 'rifle': 3, 'skin': 3, 'plan': 2, 'bad': 2, 'forehead': 2, 'word': 2, 'weight': 2, 'own': 2, 'kit': 2, 'thumb': 2, 'lung': 2, 'stomach': 2, 'thought': 2, 'brain': 2, 'eyeball': 2, 'pocket': 2, 'instruction': 2, 'palm': 1, 'commander': 2, 'nose': 2, 'response': 2, 'jaw': 2, 'hear': 2, 'bag': 2, 'collar': 2, 'dream': 2, 'grave': 1, 'gut': 1, 'involvement': 1, 'work': 1, 'momentum': 1, 'butt': 1, 'goal': 1, 'route': 1, 'favor': 1, 'breathe': 1, 'option': 1, 'action': 1, 'command': 1, 'inside': 1, 'vessel': 1, 'base': 1, 'chest': 1, 'transmission': 1, 'genius': 1, 'explanation': 1, 'ultimatum': 1, 'gaze': 1, 'lip': 1, 'tool': 1, 'focus': 1, 'problem': 1, 'luck': 1, 'impression': 1, 'designation': 1, 'answer': 1, 'school': 1, 'father': 1, 'field': 1, 'consciousness': 1, 'case': 1, 'shout': 1, 'boot': 1, 'path': 1, 'sense': 1, 'tooth': 1, 'bomb': 1, 'camera': 1, 'sensor': 1, 'location': 1, 'condition': 1, 'neck': 1, 'think': 1, 'artery': 1, 'coat': 1, 'daughter': 1, 'husband': 1, 'study': 1, 'bent': 1, 'take': 1, 'retina': 1, 'state': 1, 'family': 1, 'name': 1, 'request': 1, 'train': 1, 'stamina': 1, 'wydine': 1, 'company': 1, 'organ': 1, 'subordinate': 1, 'estimation': 1, 'speed': 1, 'elbow': 1, 'ideal': 1, 'reality': 1, 'limit': 1, 'screen': 1, 'rocket': 1, 'distance': 1, 'soldier': 1, 'power': 1}","{'about': 4, 'unable': 4, 'sure': 3, 'able': 3, 'worried': 2, 'student': 2, 'doubtful': 1, 'meter': 1, 'focus': 1, 'sorry': 1, 'time': 1, 'fine': 1, 'relaxed': 1, 'commoner': 1, 'member': 1, 'designation': 1, 'civilian': 1, 'type': 1, 'kid': 1, 'nervous': 1, 'okay': 1, 'wrong': 1, 'alive': 1, 'dead': 1, 'jealous': 1, 'customer': 1, 'amazed': 1, 'fortunate': 1, 'distant': 1}"
28,Heivia,he/him/his,0.3125,0.3,0.2839506172839506,0.18556701030927836,0.23880597014925373,HEAVY_OBJECT,Volume3,"['Action', 'Comedy', 'Mystery', 'Sci-Fi']","{'head': 5, 'radio': 4, 'face': 3, 'mind': 3, 'rifle': 3, 'fist': 1, 'ass': 2, 'eye': 1, 'nose': 2, 'scope': 2, 'complaint': 1, 'family': 2, 'device': 2, 'hand': 1, 'word': 2, 'mouth': 2, 'bullet': 2, 'sharpshoot': 2, 'gender': 1, 'palm': 1, 'position': 1, 'concentration': 1, 'training': 1, 'finger': 1, 'watch': 1, 'stomach': 1, 'shallow': 1, 'partner': 1, 'body': 1, 'belly': 1, 'instruction': 1, 'bag': 1, 'back': 1, 'mission': 1, 'tool': 1, 'goal': 1, 'ear': 1, 'cup': 1, 'group': 1, 'team': 1, 'soldier': 1, 'drum': 1, 'thought': 1, 'tooth': 1, 'kit': 1, 'voice': 1, 'lip': 1, 'tongue': 1, 'handgun': 1, 'fear': 1, 'expression': 1, 'way': 1, 'suggestion': 1, 'conclusion': 1, 'situation': 1, 'fault': 1, 'work': 1, 'grip': 1, 'shoot': 1, 'barrel': 1, 'arm': 1, 'shoulder': 1, 'emotion': 1, 'life': 1, 'response': 1, 'cry': 1, 'curse': 1, 'despair': 1}","{'surprised': 2, 'student': 1, 'specialist': 1, 'about': 1, 'ready': 1, 'serious': 1, 'able': 1, 'one': 1, 'analyst': 1, 'expert': 1, 'criminal': 1, 'cautious': 1, 'alive': 1}"
29,Froleytia,she/her,0.3939393939393939,0.24489795918367346,0.4117647058823529,0.22448979591836735,0.2608695652173913,HEAVY_OBJECT,Volume3,"['Action', 'Comedy', 'Mystery', 'Sci-Fi']","{'kiseru': 4, 'mouth': 4, 'eye': 3, 'head': 3, 'face': 2, 'voice': 2, 'form': 2, 'opinion': 2, 'fear': 2, 'tone': 2, 'unit': 2, 'expression': 1, 'leg': 1, 'ass': 1, 'skirt': 1, 'step': 1, 'strength': 1, 'hand': 1, 'way': 1, 'neck': 1, 'edge': 1, 'time': 1, 'self': 1, 'twitch': 1, 'limit': 1, 'period': 1, 'finger': 1, 'battalion': 1, 'throat': 1, 'idiot': 1, 'foot': 1, 'desk': 1, 'job': 1, 'arm': 1, 'knee': 1, 'complaint': 1, 'shoulder': 1, 'tooth': 1, 'radio': 1, 'subordinate': 1, 'command': 1, 'question': 1, 'daughter': 1, 'granddaughter': 1}","{'focus': 1, 'about': 1, 'honest': 1, 'sorry': 1, 'shocked': 1}"
30,Charlotte,she/her,/,/,0.35537190082644626,0.23076923076923078,/,HEAVY_OBJECT,Volume3,"['Action', 'Comedy', 'Mystery', 'Sci-Fi']","{'rifle': 8, 'shoulder': 1, 'voice': 3, 'expression': 3, 'arm': 1, 'mind': 2, 'back': 2, 'body': 2, 'barrel': 2, 'grip': 2, 'unit': 2, 'father': 1, 'flesh': 1, 'life': 1, 'shadow': 1, 'question': 1, 'twenty': 1, 'hand': 1, 'finger': 1, 'time': 1, 'tongue': 1, 'point': 1, 'excuse': 1, 'revolver': 1, 'waist': 1, 'authority': 1, 'word': 1, 'brain': 1, 'leg': 1, 'answer': 1, 'job': 1, 'head': 1, 'duty': 1, 'face': 1, 'weight': 1, 'radio': 1, 'equipment': 1, 'lip': 1}","{'human': 1, 'okay': 1, 'likely': 1, 'worker': 1, 'soldier': 1, 'civilian': 1, 'unarmed': 1, 'student': 1, 'punishable': 1, 'wrong': 1, 'ashamed': 1}"
31,Myonri,she/her,/,/,0.30952380952380953,-0.16666666666666666,/,HEAVY_OBJECT,Volume3,"['Action', 'Comedy', 'Mystery', 'Sci-Fi']","{'eye': 2, 'hand': 1, 'shoulder': 1, 'head': 1, 'arm': 1, 'leg': 1, 'nose': 1, 'thought': 1, 'idea': 1, 'face': 1, 'comrade': 1}","{'cautious': 1, 'asian': 1}"
32,Prizewell City Slicker,he/him/his,/,/,/,0.07894736842105263,0.25,HEAVY_OBJECT,Volume3,"['Action', 'Comedy', 'Mystery', 'Sci-Fi']","{'goal': 2, 'position': 2, 'objective': 1, 'pawn': 1, 'view': 1, 'tone': 1, 'object': 1, 'statement': 1, 'personality': 1}","{'advocate': 1, 'word': 1, 'tone': 1, 'aware': 1}"
33,Juliet,she/her,/,0.22727272727272727,/,/,/,HEAVY_OBJECT,Volume3,"['Action', 'Comedy', 'Mystery', 'Sci-Fi']","{'option': 1, 'control': 1, 'idiosyncrasy': 1, 'spec': 1, 'way': 1, 'enemy': 1, 'calculation': 1, 'computer': 1}","{'dangerous': 1, 'program': 1}"
34,the Baby Magnum,she/her,0.6,-0.3333333333333333,-1.0,-0.18181818181818182,0.0,HEAVY_OBJECT,Volume3,"['Action', 'Comedy', 'Mystery', 'Sci-Fi']","{'cannon': 2, 'sensor': 1, 'arm': 1, 'body': 1, 'armor': 1, 'movement': 1, 'team': 1, 'range': 1, 'antennae': 1, 'shell': 1}","{'corner': 1, 'able': 1}"
35,Charles,he/him/his,/,/,0.18181818181818182,/,/,HEAVY_OBJECT,Volume3,"['Action', 'Comedy', 'Mystery', 'Sci-Fi']","{'specialty': 1, 'skill': 1, 'program': 1, 'father': 1, 'boss': 1, 'hand': 1, 'job': 1, 'foot': 1, 'homesickness': 1}","{'sick': 1, 'person': 1, 'clammy': 1, 'shy': 1, 'nervous': 1, 'able': 1, 'soldier': 1}"
