,name,gender,power1,power2,power3,power4,power5,series_name,volume_name,genre,poss,mod
10,Julie,she/her,0.45454545454545453,0.2962962962962963,0.13793103448275862,/,/,Absolute_Duo,Volume6,"['Action', 'Ecchi', 'Harem', 'Romance', 'Supernatural']","{'hair': 3, 'proposal': 2, 'head': 2, 'question': 1, 'word': 1, 'expression': 1, 'hand': 1, 'will': 1, 'turn': 1, 'figure': 1, 'state': 1, 'shower': 1, 'way': 1, 'gratitude': 1, 'mind': 1, 'memories': 1, 'father': 1, 'trauma': 1}","{'depressed': 1, 'one': 1, 'wet': 1, 'hesitant': 1, 'drench': 1, 'deep': 1, 'sorry': 1}"
11,Miyabi,she/her,/,/,/,/,0.21739130434782608,Absolute_Duo,Volume6,"['Action', 'Ecchi', 'Harem', 'Romance', 'Supernatural']","{'body': 2, 'pace': 1, 'output': 1, 'stamina': 1, 'word': 1, 'expression': 1, 'statement': 1, 'strength': 1, 'figure': 1, 'hand': 1, 'knee': 1, 'chest': 1, 'good': 1, 'stomach': 1}","{'able': 2, 'worried': 1, 'glad': 1, 're': 1, 'happy': 1}"
12,Lilith,she/her,/,0.16,0.4444444444444444,/,/,Absolute_Duo,Volume6,"['Action', 'Ecchi', 'Harem', 'Romance', 'Supernatural']","{'umbrella': 3, 'room': 3, 'pace–––thinking': 1, 'word': 1, 'apology': 1, 'hand': 1}",{'unable': 1}
13,Tachibana,she/her,/,/,0.0,0.3076923076923077,1.0,Absolute_Duo,Volume6,"['Action', 'Ecchi', 'Harem', 'Romance', 'Supernatural']","{'posture': 1, 'attempt': 1, 'chest': 1, 'bag': 1, 'question': 1, 'affection': 1, 'breath': 1}","{'sorry': 2, 'worried': 1, 'girl': 1, 'strong': 1, 'considerate': 1, 'sure': 1}"
14,Sakaki,he/him/his,0.0,0.0,0.0,0,0,Absolute_Duo,Volume6,"['Action', 'Ecchi', 'Harem', 'Romance', 'Supernatural']","{'strength': 2, 'smile': 1}","{'able': 1, 'aware': 1}"
15,Miyabi,she/her,0.0,0.09375,-0.25,-1.0,0.0,Absolute_Duo,Volume4,"['Action', 'Ecchi', 'Harem', 'Romance', 'Supernatural']",{'work': 1},{'about': 1}
16,Julie,she/her,0.22666666666666666,0.2261904761904762,0.05555555555555555,0.20930232558139536,-0.04,Absolute_Duo,Volume4,"['Action', 'Ecchi', 'Harem', 'Romance', 'Supernatural']","{'head': 7, 'eye': 6, 'chest': 4, 'word': 4, 'room': 3, 'sight': 3, 'hand': 3, 'body': 3, 'voice': 2, 'mouth': 2, 'strength': 2, 'turn': 2, 'speed': 2, 'hair': 2, 'bulge': 2, 'heartbeat': 2, 'comment': 2, 'complaint': 1, 'training': 1, 'seem': 1, '%': 1, 'move': 1, 'but-----': 1, 'fight': 1, 'presence': 1, 'impression': 1, 'tone': 1, 'attitude': 1, 'reaction': 1, 'action': 1, 'fist': 1, 'father': 1, 'arm': 1, 'softness': 1, 'mama': 1, 'breast': 1, 'pace': 1, 'kindness': 1, 'time': 1, 'datum': 1, 'birthday': 1, 'snow': 1, 'leg': 1, 'merit': 1, 'goal': 1, 'sword': 1, 'friend': 1, 'specialty': 1, 'before----kicking': 1, 'limping': 1, 'expression': 1, 'comrade': 1, 'sentence': 1, 'path': 1, 'eyebrow': 1, 'job': 1, 'warning': 1, 'dodge': 1, 'uniform': 1, 'direction': 1, 'intention': 1, 'partner': 1, 'life': 1, 'will': 1, 'determination': 1, 'shield': 1, 'request': 1}","{'happy': 3, 'reckless': 2, 'able': 2, 'okay': 2, 'unable': 2, 'close': 1, 'weak': 1, 'confident': 1, 'people': 1, 'wobbly': 1, 'aware': 1, 'thankful': 1, 'target': 1, 'alive': 1, 'about': 1}"
17,Lilith,she/her,0.3157894736842105,0.12048192771084335,0.09615384615384616,0.16326530612244894,0.5,Absolute_Duo,Volume4,"['Action', 'Ecchi', 'Harem', 'Romance', 'Supernatural']","{'birthday': 7, 'room': 4, 'skirt': 3, 'word': 3, 'face': 3, 'mouth': 2, 'expression': 2, 'seat': 2, 'reply': 2, 'gun': 2, 'intention': 2, 'seduction': 2, 'stomach': 2, 'appearance': 2, 'attitude': 2, 'calmness': 2, 'order': 2, 'mode': 1, 'dissatisfaction': 1, 'pout': 1, 'forehead': 1, 'kick': 1, 'stamina': 1, 'finger': 1, 'win': 1, 'style': 1, 'defense': 1, 'loss': 1, 'card': 1, 'trump': 1, 'master': 1, 'arm': 1, 'cheek': 1, 'hand': 1, 'blaze': 1, 'retort': 1, 'status': 1, 'prank': 1, 'gesture': 1, 'affection': 1, 'self': 1, 'hair': 1, 'butler': 1, 'thing': 1, 'bewilderment': 1, 'answer': 1, 'position': 1, 'treat': 1, 'cup----': 1, 'mumble': 1, 'eye': 1, 'shoulder': 1, 'head': 1, 'fire': 1, 'lip': 1, 'action': 1, 'determination': 1, 'snipe': 1, 'sentence': 1, 'sight': 1, 'name----no': 1, 'back': 1, 'ribs': 1}","{'opponent': 2, 'handicapped': 2, 'one': 1, 'member': 1, 'girl': 1, 'close': 1, 'strong': 1, 'confident': 1, 'sama': 1, 'able': 1, 'serious': 1, 'happy': 1, 'embarrassed': 1, 'cute': 1, 'powerless': 1, 'reason': 1, 'right': 1}"
18,Tooru,she/her,0.0,1.0,0.24,0.6,0.0,Absolute_Duo,Volume4,"['Action', 'Ecchi', 'Harem', 'Romance', 'Supernatural']","{'person': 2, 'shoulder': 2, 'head': 2, 'heart': 2, 'time': 1, 'body': 1, 'composure': 1, 'name': 1, 'arm': 1, 'foothold': 1, 'voice': 1, 'face': 1, 'injury': 1, '… …': 1, 'life': 1, 'reply': 1, 'question': 1, 'pace': 1}","{'able': 2, 'surprised': 1, 'actor': 1, 'one': 1, 'mind': 1, 'informed': 1, 'material': 1, 'about': 1, 'okay': 1}"
19,Tora,he/him/his,0.0,0.0,0.0,0.0,0.0,Absolute_Duo,Volume4,"['Action', 'Ecchi', 'Harem', 'Romance', 'Supernatural']","{'back': 2, 'determination': 2, 'fist': 1, 'opinion': 1, 'expression': 1, 'personality': 1, 'topic': 1, 'room': 1, 'feel': 1, 'arm': 1, 'surrounding': 1, 'whereabouts': 1, 'voice': 1, 'irritation': 1, 'waist': 1, 'blade': 1, 'head': 1, 'body': 1, 'Fuun': 1, 'tooth': 1}","{'worried': 1, 'different': 1, 'mouthed': 1, 'people': 1, 'okay': 1, 'foolish': 1, 'lot': 1}"
20,Menma,she/her,0.13636363636363635,0.09523809523809523,0.015873015873015872,0.1134020618556701,0.1206896551724138,Anohana:_The_Flower_We_Saw_That_Day,Volume1,"['Comedy', 'Drama', 'Josei', 'Mystery', 'Romance', 'Supernatural']","{'eye': 12, 'wish': 9, 'head': 8, 'voice': 6, 'face': 5, 'hand': 4, 'presence': 4, 'foot': 3, 'death': 3, 'name': 3, 'rod': 3, 'heart': 2, 'existence': 2, 'happiness': 2, 'shoulder': 2, 'mind': 2, 'behaviour': 2, 'case': 1, 'accident': 1, 'mother': 1, 'member': 1, 'opinion': 1, 'expression': 1, 'ear': 1, 'breathe': 1, 'appearance': 1, 'trauma': 1, 'thing': 1, 'request': 1, 'chest': 1, 'fist': 1, 'tear': 1, '…': 1, 'action': 1, 'shrine': 1, 'kneecap': 1, 'good': 1, 'surrounding': 1, 'control': 1, 'side': 1, 'back': 1, 'absence': 1, 'leg': 1, 'forehead': 1, 'house': 1, 'anger': 1, 'photo': 1, 'spirit': 1, 'facet': 1, 'view': 1, 'wast': 1, 'fault': 1}","{'hallucination': 4, 'excited': 2, 'pal': 2, 'well': 2, 'strange': 2, 'convincing': 1, 'shocked': 1, 'member': 1, 'illusion': 1, 'great': 1, 'afraid': 1, 'wary': 1, 'beauty': 1, 'stupid': 1, 'dead': 1, 'recluse': 1, 'mindful': 1, 'kind': 1, 'about': 1, 'be not': 1, 'girl': 1}"
21,Atsumu,he/him/his,0.3333333333333333,0.0,0.0,0.037037037037037035,0.16049382716049382,Anohana:_The_Flower_We_Saw_That_Day,Volume1,"['Comedy', 'Drama', 'Josei', 'Mystery', 'Romance', 'Supernatural']","{'eye': 6, 'face': 5, 'body': 5, 'heart': 5, 'hand': 1, 'head': 4, 'lip': 3, 'mind': 3, 'phone': 2, 'mouth': 2, 'hair': 2, 'voice': 2, 'sound': 2, 'anger': 2, 'ear': 1, 'fault': 2, 'foot': 2, 'side': 1, 'hallucination': 1, 'tone': 1, 'smile': 1, 'idea': 1, 'joke': 1, 'word': 1, 'nickname': 1, 'height': 1, 'feeling': 1, 'pain': 1, 'explanation': 1, 'footstep': 1, 'persistance': 1, 'limit': 1, 'fist': 1, 'chest': 1, 'blood': 1, 'thought': 1, 'arm': 1, 'ability': 1, 'room': 1, 'jacket': 1, 'shoulder': 1, 'eyebrow': 1, 'tear': 1, 'cheek': 1, 'memory': 1, 'pant': 1, 'Menma': 1, 'persistence': 1, 'wound': 1, 'strength': 1}","{'aware': 3, 'hearted': 1, 'witty': 1, 'hero': 1, 'repugnant': 1, 'one': 1, 'unaware': 1, 'confused': 1}"
22,Anjo,she/her,0.22033898305084745,0.3076923076923077,0.3684210526315789,/,1.0,Anohana:_The_Flower_We_Saw_That_Day,Volume1,"['Comedy', 'Drama', 'Josei', 'Mystery', 'Romance', 'Supernatural']","{'eye': 6, 'help': 3, 'voice': 2, 'skin': 2, 'hand': 2, 'chin': 2, 'tear': 2, 'home': 2, 'thumb': 2, 'friend': 2, 'dad': 2, 'mum': 2, 'fault': 2, 'name': 2, 'eyebrow': 1, 'perspective': 1, 'memories': 1, 'idea': 1, 'grandfather': 1, 'hair': 1, 'wish': 1, 'school': 1, 'trauma': 1, 'pressure': 1, 'smile': 1, 'leg': 1, 'balance': 1, 'thighs': 1, 'brother': 1, 'perception': 1, 'member': 1, 'memory': 1, 'socks': 1, 'foot': 1, 'nail': 1, 'tooth': 1, 'impatience': 1, 'anger': 1, 'heart': 1, 'grip': 1, 'back': 1, 'body': 1, 'eyelash': 1, 'feeling': 1}","{'scared': 2, 'visualization': 1, 'good': 1, 'serious': 1, 'child': 1, 'same': 1, 'gentle': 1, 'familiar': 1, 'small': 1, 'big': 1, 'responsible': 1, 'afraid': 1, 'unwilling': 1, 'spirit': 1, 'hallucination': 1}"
23,Jintan,she/her,0.11627906976744184,-0.6666666666666666,0.14285714285714285,-0.125,-0.2,Anohana:_The_Flower_We_Saw_That_Day,Volume1,"['Comedy', 'Drama', 'Josei', 'Mystery', 'Romance', 'Supernatural']","{'mind': 4, 'trauma': 2, 'hallucination': 2, 'house': 2, 'head': 2, 'heart': 2, 'back': 2, 'dad': 2, 'grandpa': 1, 'memory': 1, 'hand': 1, 'helplessness': 1, 'defense': 1, 'wish': 1, 'saliva': 1, 'pressure': 1, 'sense': 1, 'home': 1, 'shoe': 1, 'neighbours': 1, 'life': 1, 'energy': 1, 'brain': 1, 'memories': 1, 'car': 1, 'ability': 1, 'eye': 1, 'vision': 1, 'direction': 1, 'pace': 1, 'sweat': 1, 'be': 1, 'body': 1, 'vessel': 1, 'embarrassment': 1, 'anger': 1, 'feeling': 1, 'dinner': 1, 'breathe': 1, 'leg': 1, 'face': 1, 'phone': 1}","{'dead': 1, 'afraid': 1, 'scared': 1, 'one': 1, 'trough': 1, 'hallucination': 1, 'strong': 1, 'right': 1, 'sure': 1, 'captain': 1, 'number': 1, 'crybaby': 1, 'special': 1}"
24,Naruko,she/her,0.0,0.0,0.0,0.0,0.0,Anohana:_The_Flower_We_Saw_That_Day,Volume1,"['Comedy', 'Drama', 'Josei', 'Mystery', 'Romance', 'Supernatural']","{'eye': 5, 'heart': 5, 'friend': 4, 'voice': 4, 'clothe': 3, 'coke': 2, 'shoe': 2, 'ankle': 2, 'feeling': 2, 'word': 2, 'wrist': 1, 'body': 2, 'expression': 2, 'fingernail': 1, 'glass': 1, 'hair': 1, 'mind': 1, 'whole': 1, 'fry': 1, 'face': 1, 'look': 1, 'action': 1, 'mouth': 1, 'nail': 1, 'anger': 1, 'heartbeat': 1, 'thing': 1, 'tone': 1, 'armour': 1, 'hand': 1, 'ear': 1, 'pattern': 1, 'help': 1, 'skin': 1, 'death': 1, 'fault': 1, 'murmur': 1, 'shape': 1, 'name': 1}","{'afraid': 2, 'small': 1, 'child': 1, 'about': 1, 'idiot': 1, 'bit': 1, 'speechless': 1, 'alive': 1, 'willing': 1}"
25,Menma,she/her,-0.6,0.08333333333333333,0.1875,0.22580645161290322,0.3275862068965517,Anohana:_The_Flower_We_Saw_That_Day,Volume2,"['Comedy', 'Drama', 'Josei', 'Mystery', 'Romance', 'Supernatural']","{'mother': 16, 'wish': 6, 'eye': 4, 'hand': 3, 'place': 2, 'funeral': 2, 'letter': 2, 'voice': 2, 'death': 1, 'pal': 1, 'side': 1, 'grandmother': 1, 'father': 1, 'photo': 1, 'room': 1, 'drawing': 1, 'stuff': 1, 'evidence': 1, 'presence': 1, 'suggestion': 1, 'mind': 1, 'feeling': 1, 'existence': 1, 'oil': 1, 'remembrance': 1, 'warmth': 1, 'smile': 1, 'cry': 1, 'abdomen': 1, 'eyelash': 1, 'emotion': 1, 'writing': 1}","{'child': 2, 'small': 1, 'sad': 1, 'hair': 1, 'long': 1, 'failure': 1, 'good': 1}"
26,Anjo,she/her,0.5,/,0.37209302325581395,0.2916666666666667,0.0,Anohana:_The_Flower_We_Saw_That_Day,Volume2,"['Comedy', 'Drama', 'Josei', 'Mystery', 'Romance', 'Supernatural']","{'shadow': 2, 'gaze': 2, 'friend': 2, 'voice': 2, 'blanket': 1, 'memories': 1, 'life': 1, 'birthday': 1, 'determination': 1, 'feeling': 1, 'hair': 1, 'fingernail': 1, 'phone': 1, 'bed': 1, 'body': 1, 'heart': 1, 'self': 1, 'presence': 1, 'name': 1, 'textbook': 1, 'shoulder': 1, 'arm': 1, 'seriousness': 1, 'schoolbag': 1, 'parent': 1, 'bag': 1, 'pay': 1, 'school': 1}",{'good': 1}
27,Jinta,she/her,0.0,0.2,/,/,0.0,Anohana:_The_Flower_We_Saw_That_Day,Volume2,"['Comedy', 'Drama', 'Josei', 'Mystery', 'Romance', 'Supernatural']","{'mother': 4, 'house': 4, 'brother': 2, 'best”—that': 1, 'parent': 1, 'hair': 1, 'colour': 1, 'smile': 1, 'question': 1, 'feel': 1, 'place': 1, 'attention': 1, 'hand': 1}","{'outsider': 2, 'person': 1, 'alone': 1, 'lonely': 1, 'tired': 1, 'pouting': 1, 'surprised': 1}"
28,Meiko,she/her,0.19047619047619047,0.2127659574468085,0.0,/,0.2,Anohana:_The_Flower_We_Saw_That_Day,Volume2,"['Comedy', 'Drama', 'Josei', 'Mystery', 'Romance', 'Supernatural']","{'wish': 6, 'presence': 2, 'existence': 2, 'flower': 1, 'remain': 1, 'part': 1, 'character': 1, 'eye': 1, 'laughter': 1, 'mother': 1, 'vision': 1, 'disappearance': 1, 'return': 1}",{}
29,Popo,he/him/his,0.0,0.0,0.0,0.0,0.0,Anohana:_The_Flower_We_Saw_That_Day,Volume2,"['Comedy', 'Drama', 'Josei', 'Mystery', 'Romance', 'Supernatural']","{'workplace': 2, 'nickname': 1, 'thought': 1, 'heart': 1, 'suggestion': 1, 'diary': 1, 'handwriting': 1, 'impossible': 1, 'breathe': 1, 'finger': 1, 'business': 1, 'head': 1, 'phone': 1, 'message': 1, 'tongue': 1}",{'guy': 1}
30,Karuta,he/him/his,0.2419354838709677,0.25,0.36633663366336633,0.27710843373493976,/,Apocalypse_Witch,Volume1,"['Action', 'Supernatural']","{'body': 17, 'eye': 8, 'mind': 8, 'group': 6, 'face': 5, 'blazer': 4, 'foot': 4, 'back': 4, 'hand': 2, 'enemy': 3, 'wrist': 3, 'pocket': 3, 'finger': 1, 'head': 3, 'barrier': 3, 'side': 3, 'thought': 2, 'breath': 1, 'tooth': 2, 'cheek': 1, 'chest': 2, 'ear': 1, 'stomach': 2, 'breathe': 2, 'skin': 2, 'heart': 2, 'friend': 2, 'anger': 1, 'reasoning': 1, 'instruction': 1, 'fault': 1, 'laughter': 1, 'spine': 1, 'dinosaur': 1, 'avatar': 1, 'fist': 1, 'kill': 1, 'brain': 1, 'gut': 1, 'sentimentality': 1, 'Blossom': 1, 'pulse': 1, 'analysis': 1, 'position': 1, 'clothing': 1, 'fingertip': 1, 'part': 1, 'limbs': 1, 'route': 1, 'shoulder': 1, 'day': 1, 'future': 1, 'reluctance': 1, 'curly': 1, 'pant': 1, 'shout': 1, 'strength': 1, 'feel': 1, 'thank': 1, 'chin': 1, 'heartrate': 1, 'own': 1, 'hesitation': 1, 'room': 1, 'classmate': 1, 'mouth': 1, 'doubt': 1, 'point': 1, 'statement': 1, 'arm': 1, 'order': 1, 'memories': 1, 'guard': 1, 'voice': 1, 'flashlight': 1, 'laser': 1, 'crawl': 1, 'organs': 1, 'inside': 1, 'duty': 1, 'way': 1, 'revenge': 1, 'soul': 1}","{'sure': 3, 'right': 2, 'upset': 2, 'speechless': 2, 'overwhelmed': 2, 'luckier': 1, 'certain': 1, 'busy': 1, 'wrong': 1, 'concerned': 1, 'sick': 1, 'unsure': 1, 'n’t': 1, 'embarrassed': 1, 'conscious': 1, 'unable': 1, 'woman': 1, 'soft': 1, 'happy': 1, 'defenseless': 1}"
31,Marika,she/her,0.2222222222222222,/,0.29411764705882354,0.2376237623762376,0.25,Apocalypse_Witch,Volume1,"['Action', 'Supernatural']",{},{}
32,Aine,she/her,0.3695652173913043,0.23809523809523808,0.36,0.3939393939393939,0.08333333333333333,Apocalypse_Witch,Volume1,"['Action', 'Supernatural']","{'head': 9, 'hair': 7, 'sword': 3, 'dress': 3, 'face': 3, 'arm': 1, 'katana': 3, 'body': 2, 'name': 1, 'flight': 1, 'point': 1, 'weapon': 1, 'all': 1, 'hand': 1, 'ferocity': 1, 'clothing': 1, 'aim': 1, 'blade': 1, 'dinosaur': 1, 'answer': 1, 'eye': 1, 'mouth': 1, 'finger': 1, 'breath': 1, 'hold': 1, 'choice': 1, 'shadow': 1, 'help': 1, 'lip': 1, 'sama': 1, 'attack': 1, 'leg': 1, 'speed': 1, 'outfit': 1}","{'sorry': 3, 'able': 2, 'complicated': 1, 'power': 1, 'lot': 1, 'busy': 1, 'lack': 1, 'human': 1, 'interested': 1, 'goddess': 1}"
33,Elicia,she/her,0.06796116504854369,-0.5,/,/,-0.5,Apocalypse_Witch,Volume1,"['Action', 'Supernatural']","{'legend': 1, 'battle': 1, 'plan': 1, 'work': 1, 'caliber': 1, 'challenge': 1, 'dinosaur': 1, 'broadcast': 1}","{'know': 1, 'unable': 1, 'involve': 1, 'single': 1, 'interested': 1, 'type': 1, 'absent': 1, 'sorry': 1}"
34,Yukino,she/her,0.0,0.0,0.0,0.0,0,Apocalypse_Witch,Volume1,"['Action', 'Supernatural']","{'target': 3, 'attention': 2, 'hair': 2, 'staff': 2, 'foot': 2, 'head': 2, 'arm': 2, 'spear': 1, 'strength': 1, 'specialty': 1, 'magic': 1, 'attack': 1, 'location': 1, 'habit': 1, 'screen': 1, 'eye': 1, 'hand': 1, 'prediction': 1, 'move': 1, 'phone': 1, 'spine': 1, 'opponent': 1, 'mind': 1, 'tooth': 1, 'leg': 1, 'gut': 1, 'wrist': 1, 'flesh': 1, 'form': 1, 'corpse': 1, 'name': 1, 'defeat': 1}","{'proof': 1, 'one': 1, 'different': 1}"
35,Karuta,he/him/his,0.5,0.03378378378378378,-0.1111111111111111,0.16666666666666666,0.08227848101265822,Apocalypse_Witch,Volume2,"['Action', 'Supernatural']","{'eye': 2, 'way': 1, 'soul': 1, 'skirt': 1, 'heel': 1, 'hand': 1, 'strength': 1, 'ammo': 1, 'attack': 1, 'rule': 1, 'rapier': 1, 'time': 1, 'be': 1, 'advice': 1}","{'target': 1, 'calm': 1, 'person': 1, 'responsible': 1}"
36,Marika,she/her,-0.3333333333333333,0.2,0.37142857142857133,-0.125,0.1736111111111111,Apocalypse_Witch,Volume2,"['Action', 'Supernatural']","{'swimsuit': 2, 'head': 2, 'hand': 1, 'face': 1, 'suitcase': 1, 'girl': 1, 'recommendation': 1, 'friend': 1, 'igloo': 1, 'rabbit': 1, 'hip': 1}","{'ironic': 1, 'interested': 1, 'student': 1, 'happy': 1}"
37,Natalena,she/her,0.4,0.3050847457627119,0.4545454545454545,0.08,0.3333333333333333,Apocalypse_Witch,Volume2,"['Action', 'Supernatural']","{'arm': 3, 'torso': 2, 'chest': 2, 'body': 2, 'leg': 2, 'revenge': 1, 'farce': 1, 'mouth': 1, 'role': 1, 'skin': 1, 'swimsuit': 1, 'breathe': 1, 'friend': 1, 'sister': 1, 'hand': 1, 'help': 1, 'rescuer': 1, 'hips': 1, 'patience': 1}","{'concerned': 1, 'capable': 1, 'human': 1, 'able': 1, 'victim': 1, 'sure': 1}"
